Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.containsKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.containsValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.entrySet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.0,6.0,1.0,3.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.firstKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.0,6.0,1.0,3.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.getKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.inverseBidiMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.inverseOrderedBidiMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.isEmpty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.keySet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,6.0,1.0,3.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.lastKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.0,6.0,1.0,3.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.mapIterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,6.0,1.0,3.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.nextKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,0.0,5.0,2.0,3.0,0.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,,,,0.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.orderedMapIterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,6.0,1.0,3.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.previousKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,0.0,5.0,2.0,3.0,0.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,,,,0.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.putAll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,7.0,3.0,4.0,0.0,7.0,3.0,5.0,3.0,4.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.removeValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Inverse.values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.0,6.0,1.0,3.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.copyColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18.0,0.0,10.0,2.0,6.0,8.0,4.0,4.0,7.0,2.0,5.0,3.0,3.0,,,,1.0,,,0.8,3,3,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.getData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.getKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.getLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.getParent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.getRight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.getValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,0.0,7.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0,4.0,2.0,1.0,,,,1.0,,,0.43,2,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.isBlack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.isRed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.setBlack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.setLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.setParent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.setRed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.setRight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.setValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,5.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.4,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.Node.swapColors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,0.0,5.0,1.0,3.0,7.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,,,,0.0,,,1.4,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.View.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.View.contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,4.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.View.iterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.View.remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.View.size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Protected Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewIterator.doGetData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,17.0,0.0,13.0,1.0,10.0,4.0,4.0,5.0,7.0,1.0,6.0,5.0,1.0,,,,1.0,,,0.31,5,1,,
Public Final Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewIterator.hasNext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewIterator.hasPrevious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Final Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewIterator.next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,0.0,12.0,1.0,8.0,0.0,6.0,6.0,9.0,1.0,8.0,3.0,1.0,,,,1.0,,,0.0,3,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewIterator.previous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,15.0,0.0,15.0,1.0,10.0,0.0,7.0,7.0,11.0,1.0,10.0,4.0,1.0,,,,1.0,,,0.0,4,1,,
Public Final Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewIterator.remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,16.0,0.0,16.0,1.0,11.0,0.0,6.0,7.0,11.0,1.0,10.0,4.0,1.0,,,,1.0,,,0.0,4,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewMapIterator.getKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.0,6.0,1.0,3.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewMapIterator.getValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.0,6.0,1.0,3.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.ViewMapIterator.setValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.checkKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.checkKeyAndValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,4.0,1.0,2.0,10.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,2.5,1,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.checkNonNullComparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,19.0,0.0,8.0,1.0,4.0,11.0,0.0,2.0,5.0,1.0,4.0,3.0,1.0,,,,1.0,,,1.38,3,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.checkValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,1.0,6.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,0.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.containsKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,4.0,1.0,2.0,10.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,2.5,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.containsValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,4.0,1.0,2.0,10.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,2.5,1,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.copyColor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18.0,0.0,9.0,1.0,5.0,9.0,2.0,2.0,5.0,1.0,4.0,3.0,1.0,,,,2.0,,,1.0,3,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,36.0,1.0,28.0,4.0,19.0,7.0,9.0,12.0,19.0,5.0,17.0,9.0,9.0,,,,4.0,,,0.25,9,9,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doGet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,14.0,0.0,5.0,2.0,3.0,9.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,,,,0.0,,,1.8,2,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doHashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.0,0.0,11.0,4.0,7.0,6.0,6.0,7.0,9.0,5.0,7.0,3.0,1.0,,,,2.0,,,0.55,3,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doPut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,65.0,8.0,45.0,7.0,38.0,13.0,16.0,28.0,35.0,7.0,33.0,8.0,7.0,,,,4.0,,,0.29,8,7,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doRedBlackDelete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,63.0,10.0,42.0,3.0,30.0,11.0,12.0,18.0,29.0,3.0,27.0,12.0,1.0,,,,5.0,,,0.26,12,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doRedBlackDeleteFixup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,82.0,16.0,57.0,4.0,47.0,9.0,11.0,34.0,43.0,4.0,41.0,9.0,1.0,,,,4.0,,,0.16,9,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doRedBlackInsert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,67.0,13.0,46.0,4.0,36.0,8.0,12.0,23.0,32.0,4.0,30.0,9.0,1.0,,,,4.0,,,0.17,9,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doRemove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,19.0,0.0,9.0,3.0,6.0,10.0,5.0,5.0,7.0,3.0,5.0,2.0,1.0,,,,1.0,,,1.11,2,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.doToString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,30.0,2.0,22.0,6.0,17.0,6.0,7.0,12.0,16.0,6.0,15.0,6.0,1.0,,,,2.0,,,0.27,6,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.entrySet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,0.0,6.0,1.0,3.0,14.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,2.33,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,0.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.firstKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,6.0,1.0,3.0,6.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.0,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,0.0,3.0,1.0,1.0,12.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.0,1,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.getGrandParent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.getKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,0.0,3.0,1.0,1.0,12.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.0,1,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.getLeftChild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,0.0,,,2.33,2,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.getParent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,0.0,,,2.33,2,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.getRightChild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,0.0,,,2.33,2,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.greatestNode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,16.0,0.0,9.0,2.0,5.0,7.0,2.0,3.0,6.0,2.0,4.0,3.0,1.0,,,,2.0,,,0.78,3,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.grow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,0.75,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Private Method,org.apache.commons.collections.bidimap.TreeBidiMap.insertValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,40.0,4.0,28.0,3.0,22.0,9.0,8.0,13.0,19.0,3.0,17.0,6.0,6.0,,,,3.0,,,0.32,6,6,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.inverseBidiMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.inverseOrderedBidiMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,6.0,1.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.83,2,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.isBlack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,0.0,,,2.33,2,1,,
Public Method,org.apache.commons.collections.bidimap.TreeBidiMap.isEmpty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Private Static Method,org.apache.commons.collections.bidimap.TreeBidiMap.isLeftChild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.0,0.0,6.0,1.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,0.0,,,1.83,3,1,,
