Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseItemLabelFont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseItemLabelFont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseItemLabelGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseItemLabelGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,2.0,2.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.5,0,0,5.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseItemLabelPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseItemLabelPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseItemLabelsVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,7.0,0,0,7.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseItemLabelsVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,10.0,0,0,10.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseNegativeItemLabelPosition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseNegativeItemLabelPosition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,3.5,0,0,3.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseOutlinePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseOutlinePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseOutlineStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseOutlineStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBasePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBasePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBasePositiveItemLabelPosition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBasePositiveItemLabelPosition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,3.5,0,0,3.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseSeriesVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseSeriesVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseSeriesVisibleInLegend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseSeriesVisibleInLegend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseShape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseShape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseToolTipGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseToolTipGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,2.0,2.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.5,0,0,5.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseURLGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,10.0,0,0,10.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setBaseURLGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setLegendItemLabelGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setLegendItemToolTipGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,10.0,0,0,10.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setLegendItemURLGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,10.0,0,0,10.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setPlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesCreateEntities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,10.0,0,0,10.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesCreateEntities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,2.0,2.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.5,0,0,5.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesFillPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesFillPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,12.0,0,0,12.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelFont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelFont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,12.0,0,0,12.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,2.0,2.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,4.5,0,0,4.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelsVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,10.0,0,0,10.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelsVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesItemLabelsVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,2.0,2.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.5,0,0,5.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesNegativeItemLabelPosition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,3.5,0,0,3.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesNegativeItemLabelPosition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,3.0,3.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,3.0,0,0,3.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesOutlinePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesOutlinePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,12.0,0,0,12.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesOutlineStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesOutlineStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,12.0,0,0,12.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesPositiveItemLabelPosition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,3.5,0,0,3.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesPositiveItemLabelPosition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,3.0,3.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,3.0,0,0,3.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesShape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesShape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,12.0,0,0,12.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,12.0,0,0,12.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesToolTipGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,0.0,2.0,2.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,4.5,0,0,4.5,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesToolTipGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,2.0,2.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesURLGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesURLGenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,11.0,0,0,11.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesVisibleInLegend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.renderer.xy.XYItemRenderer.setSeriesVisibleInLegend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,2.0,2.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.5,0,0,5.5,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.endSeriesPass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,0.0,3.0,2.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,6.0,1,1,6.0,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.getCrosshairState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.getFirstItemIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.getLastItemIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.getProcessVisibleItemsOnly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,0.0,3.0,1.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.67,1,1,3.67,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.getSelectionState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.setCrosshairState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.setProcessVisibleItemsOnly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.setSelectionState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.renderer.xy.XYItemRendererState.startSeriesPass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,22.0,0.0,5.0,2.0,2.0,17.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,3.4,1,1,3.4,Very Low
Protected Method,org.jfree.chart.renderer.xy.XYLine3DRenderer.drawShape1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,26.0,0.0,15.0,2.0,9.0,11.0,10.0,6.0,9.0,1.0,8.0,3.0,1.0,,,,2.0,,,0.73,3,1,0.73,Low
Public Method,org.jfree.chart.renderer.xy.XYLine3DRenderer.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,26.0,0.0,19.0,2.0,12.0,7.0,3.0,7.0,13.0,2.0,11.0,6.0,6.0,,,,1.0,,,0.37,6,6,0.37,Medium
Public Method,org.jfree.chart.renderer.xy.XYLine3DRenderer.getPassCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.renderer.xy.XYLine3DRenderer.getWallPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.renderer.xy.XYLine3DRenderer.getXOffset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.renderer.xy.XYLine3DRenderer.getYOffset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Protected Method,org.jfree.chart.renderer.xy.XYLine3DRenderer.isItemPass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Protected Method,org.jfree.chart.renderer.xy.XYLine3DRenderer.isLinePass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
