Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential
Public Class,org.jfree.chart.entity.LegendItemEntity,12.0,0.0,5.0,8.0,2.0,2.0,,,,,3.0,6.0,6.0,0.0,,0.0,1.0,,,,8.0,2.0,8.0,28.0,0.0,0.0,0.0,8.0,,131.0,12.0,44.0,14.0,19.0,75.0,,16.0,29.0,13.0,16.0,,,5.0,5.0,2.0,1.0,50.0,50.0,1.7,12,12
Public Class,org.jfree.chart.entity.PieSectionEntity,13.0,0.0,6.0,7.0,2.0,2.0,,,,,2.0,6.0,6.0,0.0,,0.0,1.0,,,,12.0,4.0,12.0,32.0,0.0,0.0,0.0,12.0,,189.0,20.0,75.0,25.0,34.0,94.0,,31.0,50.0,20.0,31.0,,,7.0,7.0,2.0,1.0,56.0,56.0,1.25,18,18
Public Class,org.jfree.chart.entity.PlotEntity,13.0,0.0,6.0,7.0,2.0,2.0,,,,,1.0,13.0,13.0,0.0,,0.0,1.0,,,,10.0,1.0,10.0,30.0,0.0,2.0,0.0,8.0,,158.0,14.0,66.0,17.0,35.0,78.0,,29.0,47.0,16.0,32.0,,,7.0,7.0,2.0,1.0,70.0,50.0,1.18,17,16
Public Class,org.jfree.chart.entity.StandardEntityCollection,11.0,0.0,5.0,6.0,2.0,1.0,,,,,5.0,9.0,9.0,0.0,,0.0,1.0,,,,11.0,1.0,11.0,11.0,0.0,0.0,0.0,11.0,,145.0,14.0,62.0,21.0,29.0,69.0,,28.0,46.0,21.0,29.0,,,3.0,3.0,1.0,2.0,0.0,0.0,1.11,17,15
Public Class,org.jfree.chart.entity.TickLabelEntity,11.0,0.0,3.0,8.0,1.0,1.0,,,,,3.0,2.0,2.0,1.0,,0.0,1.0,,,,1.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,,22.0,3.0,7.0,4.0,2.0,12.0,,2.0,4.0,3.0,1.0,,,1.0,1.0,2.0,0.0,0.0,0.0,1.71,1,1
Public Class,org.jfree.chart.entity.TitleEntity,13.0,0.0,6.0,7.0,2.0,2.0,,,,,1.0,13.0,13.0,0.0,,0.0,1.0,,,,10.0,1.0,10.0,30.0,0.0,2.0,0.0,8.0,,157.0,13.0,66.0,18.0,35.0,78.0,,29.0,47.0,16.0,32.0,,,7.0,7.0,2.0,1.0,70.0,50.0,1.18,17,16
Public Class,org.jfree.chart.entity.XYAnnotationEntity,13.0,0.0,7.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,1.0,,,,4.0,1.0,4.0,24.0,0.0,0.0,0.0,4.0,,70.0,7.0,32.0,10.0,15.0,31.0,,12.0,21.0,8.0,13.0,,,5.0,5.0,2.0,1.0,0.0,0.0,0.97,8,8
Public Class,org.jfree.chart.entity.XYItemEntity,11.0,0.0,5.0,6.0,1.0,1.0,,,,,1.0,3.0,3.0,0.0,,0.0,1.0,,,,9.0,3.0,9.0,29.0,0.0,0.0,0.0,9.0,,127.0,14.0,52.0,17.0,23.0,61.0,,21.0,35.0,15.0,20.0,,,5.0,5.0,2.0,2.0,59.0,48.0,1.17,13,13
Public Class,org.jfree.chart.event.AnnotationChangeEvent,11.0,0.0,4.0,8.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,,36.0,4.0,10.0,4.0,3.0,22.0,,4.0,7.0,4.0,3.0,,,1.0,1.0,3.0,0.0,0.0,0.0,2.2,2,2
Public Interface,org.jfree.chart.event.AnnotationChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,3.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,12.0,2.0,3.0,2.0,0.0,7.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,2.33,0,0
Public Class,org.jfree.chart.event.AxisChangeEvent,9.0,0.0,4.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,,29.0,4.0,10.0,4.0,3.0,15.0,,4.0,7.0,4.0,3.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.5,2,2
Public Interface,org.jfree.chart.event.AxisChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,3.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,1.67,0,0
Public Class,org.jfree.chart.event.ChartChangeEvent,9.0,0.0,3.0,6.0,1.0,1.0,,,,,1.0,2.0,2.0,7.0,,0.0,0.0,,,,7.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,,84.0,10.0,28.0,11.0,9.0,46.0,,11.0,19.0,10.0,9.0,,,1.0,1.0,2.0,0.0,57.0,29.0,1.64,7,7
Public Final Class,org.jfree.chart.event.ChartChangeEventType,13.0,0.0,7.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,4.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,93.0,11.0,44.0,15.0,22.0,38.0,,17.0,29.0,12.0,20.0,,,4.0,4.0,1.0,1.0,20.0,0.0,0.86,11,11
Public Interface,org.jfree.chart.event.ChartChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,26.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,1.67,0,0
Public Class,org.jfree.chart.event.ChartProgressEvent,9.0,0.0,4.0,6.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,2.0,,,,7.0,3.0,7.0,7.0,0.0,0.0,0.0,7.0,,93.0,13.0,32.0,14.0,12.0,48.0,,15.0,23.0,13.0,10.0,,,1.0,1.0,2.0,0.0,57.0,57.0,1.5,7,7
Public Interface,org.jfree.chart.event.ChartProgressListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,2.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,1.67,0,0
Public Class,org.jfree.chart.event.DatasetChangeInfo,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,1.0,2.0,1.0,0.0,6.0,,0.0,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,0
Public Class,org.jfree.chart.event.MarkerChangeEvent,11.0,0.0,4.0,8.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,,36.0,4.0,10.0,4.0,3.0,22.0,,4.0,7.0,4.0,3.0,,,1.0,1.0,3.0,0.0,0.0,0.0,2.2,2,2
Public Interface,org.jfree.chart.event.MarkerChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,5.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,12.0,2.0,3.0,2.0,0.0,7.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,2.33,0,0
Public Class,org.jfree.chart.event.OverlayChangeEvent,8.0,0.0,3.0,5.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,17.0,2.0,5.0,2.0,1.0,10.0,,1.0,3.0,2.0,1.0,,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1,1
Public Interface,org.jfree.chart.event.OverlayChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,1.67,0,0
Public Class,org.jfree.chart.event.PlotChangeEvent,9.0,0.0,4.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,,30.0,4.0,10.0,4.0,3.0,16.0,,4.0,7.0,4.0,3.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.6,2,2
Public Interface,org.jfree.chart.event.PlotChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,8.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,1.67,0,0
Public Class,org.jfree.chart.event.RendererChangeEvent,10.0,0.0,4.0,6.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,,,4.0,2.0,4.0,11.0,0.0,0.0,0.0,4.0,,63.0,7.0,19.0,8.0,6.0,37.0,,8.0,13.0,7.0,6.0,,,1.0,1.0,3.0,0.0,50.0,25.0,1.95,4,4
Public Interface,org.jfree.chart.event.RendererChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,6.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,1.67,0,0
Public Class,org.jfree.chart.event.TitleChangeEvent,9.0,0.0,4.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,,28.0,4.0,10.0,4.0,3.0,14.0,,4.0,7.0,4.0,3.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.4,2,2
Public Interface,org.jfree.chart.event.TitleChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,1.67,0,0
Public Class,org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator,10.0,0.0,4.0,6.0,1.0,1.0,,,,,2.0,2.0,2.0,0.0,,0.0,0.0,,,,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,,48.0,6.0,18.0,7.0,9.0,24.0,,6.0,10.0,6.0,4.0,,,1.0,1.0,1.0,0.0,33.0,33.0,1.33,3,3
Public Class,org.jfree.chart.imagemap.ImageMapUtilities,29.0,1.0,17.0,11.0,4.0,1.0,,,,,1.0,14.0,14.0,0.0,,7.0,0.0,,,,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,,217.0,14.0,119.0,30.0,73.0,84.0,,45.0,71.0,23.0,59.0,,,9.0,1.0,1.0,4.0,0.0,0.0,0.71,25,7
Public Class,org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator,9.0,0.0,4.0,5.0,1.0,1.0,,,,,2.0,2.0,2.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,28.0,3.0,11.0,4.0,4.0,14.0,,2.0,5.0,3.0,2.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.27,2,2
Public Class,org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,9.0,0.0,4.0,5.0,1.0,1.0,,,,,2.0,2.0,2.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,26.0,3.0,10.0,4.0,3.0,13.0,,2.0,5.0,3.0,2.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.3,2,2
Public Class,org.jfree.chart.imagemap.StandardURLTagFragmentGenerator,9.0,0.0,3.0,6.0,1.0,1.0,,,,,2.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,26.0,3.0,9.0,4.0,2.0,14.0,,2.0,5.0,3.0,2.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.56,2,2
Public Interface,org.jfree.chart.imagemap.ToolTipTagFragmentGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,3.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,19.0,2.0,3.0,2.0,0.0,14.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0,0
Public Interface,org.jfree.chart.imagemap.URLTagFragmentGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,17.0,2.0,3.0,2.0,0.0,12.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0
Public Abstract Class,org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,17.0,0.0,10.0,7.0,2.0,1.0,,,,,4.0,13.0,13.0,2.0,,0.0,1.0,,,,13.0,5.0,13.0,13.0,0.0,0.0,5.0,8.0,,275.0,23.0,134.0,37.0,75.0,118.0,,61.0,92.0,29.0,68.0,,,6.0,6.0,1.0,2.0,57.0,43.0,0.88,30,18
Public Class,org.jfree.chart.labels.AbstractPieItemLabelGenerator,18.0,0.0,10.0,8.0,3.0,2.0,,,,,2.0,11.0,11.0,2.0,,0.0,1.0,,,,9.0,3.0,9.0,9.0,0.0,0.0,3.0,6.0,,193.0,18.0,100.0,28.0,58.0,75.0,,45.0,69.0,24.0,50.0,,,6.0,6.0,1.0,2.0,37.0,30.0,0.75,23,14
Public Class,org.jfree.chart.labels.AbstractXYItemLabelGenerator,17.0,1.0,9.0,7.0,2.0,2.0,,,,,3.0,11.0,11.0,4.0,,0.0,1.0,,,,16.0,6.0,16.0,16.0,0.0,0.0,6.0,10.0,,313.0,33.0,151.0,41.0,82.0,129.0,,64.0,99.0,32.0,71.0,,,9.0,9.0,1.0,2.0,65.0,59.0,0.85,34,24
Public Class,org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator,15.0,0.0,9.0,7.0,2.0,2.0,,,,,5.0,7.0,7.0,0.0,,0.0,2.0,,,,4.0,0.0,4.0,22.0,0.0,0.0,1.0,3.0,,96.0,7.0,43.0,18.0,23.0,46.0,,20.0,28.0,11.0,19.0,,,3.0,3.0,3.0,1.0,0.0,0.0,1.07,7,6
Public Class,org.jfree.chart.labels.BoxAndWhiskerXYToolTipGenerator,19.0,1.0,10.0,8.0,2.0,2.0,,,,,4.0,8.0,8.0,0.0,,0.0,2.0,,,,4.0,0.0,4.0,29.0,0.0,0.0,1.0,3.0,,107.0,10.0,47.0,16.0,27.0,50.0,,21.0,30.0,11.0,21.0,,,3.0,3.0,3.0,1.0,0.0,0.0,1.06,8,6
Public Class,org.jfree.chart.labels.BubbleXYItemLabelGenerator,18.0,1.0,10.0,8.0,2.0,2.0,,,,,4.0,11.0,11.0,0.0,,0.0,2.0,,,,10.0,2.0,10.0,26.0,0.0,0.0,1.0,9.0,,218.0,21.0,103.0,29.0,60.0,94.0,,45.0,67.0,25.0,48.0,,,6.0,6.0,2.0,1.0,50.0,30.0,0.91,21,15
Public Interface,org.jfree.chart.labels.CategoryItemLabelGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,2.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,35.0,4.0,5.0,4.0,0.0,26.0,,3.0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0
Public Interface,org.jfree.chart.labels.CategorySeriesLabelGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,13.0,2.0,3.0,2.0,0.0,8.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0,0
Public Interface,org.jfree.chart.labels.CategoryToolTipGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,2.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,16.0,2.0,3.0,2.0,0.0,11.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0,0
Public Interface,org.jfree.chart.labels.CrosshairLabelGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,12.0,2.0,3.0,2.0,0.0,7.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0,0
Public Class,org.jfree.chart.labels.CustomXYToolTipGenerator,16.0,2.0,8.0,6.0,2.0,1.0,,,,,5.0,5.0,5.0,0.0,,0.0,1.0,,,,8.0,1.0,8.0,8.0,0.0,0.0,0.0,8.0,,147.0,22.0,68.0,22.0,37.0,57.0,,30.0,49.0,22.0,33.0,,,6.0,3.0,1.0,4.0,38.0,13.0,0.84,18,10
Public Class,org.jfree.chart.labels.HighLowItemLabelGenerator,21.0,2.0,12.0,7.0,3.0,2.0,,,,,6.0,11.0,11.0,0.0,,0.0,1.0,,,,7.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,,170.0,22.0,91.0,25.0,56.0,58.0,,38.0,60.0,22.0,45.0,,,7.0,5.0,1.0,3.0,29.0,14.0,0.64,21,11
Public Class,org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,17.0,0.0,10.0,7.0,2.0,1.0,,,,,5.0,8.0,8.0,0.0,,0.0,2.0,,,,4.0,0.0,4.0,23.0,0.0,0.0,1.0,3.0,,87.0,8.0,46.0,19.0,24.0,33.0,,19.0,29.0,12.0,20.0,,,6.0,1.0,3.0,2.0,0.0,0.0,0.72,9,4
Public Class,org.jfree.chart.labels.IntervalCategoryToolTipGenerator,17.0,0.0,9.0,7.0,2.0,1.0,,,,,1.0,8.0,8.0,0.0,,0.0,2.0,,,,5.0,0.0,5.0,23.0,0.0,0.0,1.0,4.0,,104.0,9.0,53.0,18.0,29.0,42.0,,22.0,35.0,13.0,25.0,,,6.0,3.0,3.0,2.0,0.0,0.0,0.79,12,7
Public Class,org.jfree.chart.labels.IntervalXYItemLabelGenerator,21.0,1.0,12.0,9.0,2.0,1.0,,,,,5.0,8.0,8.0,0.0,,0.0,1.0,,,,9.0,0.0,9.0,25.0,0.0,0.0,1.0,8.0,,216.0,19.0,111.0,30.0,66.0,86.0,,45.0,66.0,23.0,49.0,,,10.0,3.0,2.0,2.0,0.0,0.0,0.77,20,11
Public Final Class,org.jfree.chart.labels.ItemLabelAnchor,32.0,1.0,25.0,6.0,8.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,26.0,,,,4.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,,244.0,36.0,152.0,59.0,88.0,56.0,,61.0,94.0,34.0,85.0,,,26.0,4.0,1.0,1.0,25.0,0.0,0.37,32,7
Public Class,org.jfree.chart.labels.ItemLabelPosition,14.0,0.0,8.0,6.0,2.0,2.0,,,,,2.0,3.0,3.0,0.0,,0.0,1.0,,,,8.0,4.0,8.0,8.0,0.0,0.0,0.0,8.0,,145.0,17.0,69.0,19.0,34.0,59.0,,26.0,44.0,15.0,29.0,,,7.0,7.0,1.0,1.0,63.0,38.0,0.86,17,14
Public Class,org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,17.0,0.0,11.0,6.0,2.0,2.0,,,,,5.0,15.0,15.0,0.0,,0.0,2.0,,,,9.0,3.0,9.0,9.0,0.0,0.0,1.0,8.0,,183.0,15.0,103.0,37.0,65.0,65.0,,55.0,77.0,34.0,55.0,,,6.0,6.0,1.0,2.0,44.0,33.0,0.63,21,14
Public Interface,org.jfree.chart.labels.PieSectionLabelGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,4.0,4.0,2.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,43.0,3.0,5.0,4.0,0.0,35.0,,2.0,3.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0
Public Interface,org.jfree.chart.labels.PieToolTipGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,15.0,2.0,3.0,2.0,0.0,10.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0,0
Public Class,org.jfree.chart.labels.StandardCategoryItemLabelGenerator,12.0,0.0,5.0,8.0,1.0,1.0,,,,,5.0,4.0,4.0,1.0,,0.0,2.0,,,,6.0,0.0,6.0,19.0,0.0,0.0,0.0,6.0,,95.0,8.0,34.0,15.0,12.0,53.0,,10.0,19.0,9.0,10.0,,,3.0,3.0,2.0,1.0,0.0,0.0,1.56,8,8
Public Class,org.jfree.chart.labels.StandardCategorySeriesLabelGenerator,13.0,0.0,6.0,6.0,2.0,1.0,,,,,5.0,7.0,7.0,0.0,,0.0,2.0,,,,7.0,1.0,7.0,7.0,0.0,0.0,1.0,6.0,,113.0,11.0,50.0,18.0,26.0,52.0,,21.0,34.0,15.0,20.0,,,4.0,4.0,1.0,1.0,43.0,29.0,1.04,12,10
Public Class,org.jfree.chart.labels.StandardCategoryToolTipGenerator,12.0,0.0,5.0,7.0,1.0,1.0,,,,,3.0,4.0,4.0,2.0,,0.0,2.0,,,,5.0,0.0,5.0,18.0,0.0,0.0,0.0,5.0,,80.0,8.0,31.0,14.0,11.0,41.0,,9.0,17.0,8.0,9.0,,,3.0,3.0,2.0,1.0,0.0,0.0,1.32,7,7
Public Class,org.jfree.chart.labels.StandardCrosshairLabelGenerator,13.0,0.0,7.0,6.0,2.0,2.0,,,,,3.0,5.0,5.0,0.0,,0.0,0.0,,,,7.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,,111.0,10.0,54.0,17.0,27.0,47.0,,20.0,34.0,13.0,22.0,,,5.0,5.0,1.0,1.0,36.0,21.0,0.87,13,11
Public Class,org.jfree.chart.labels.StandardPieSectionLabelGenerator,14.0,0.0,5.0,9.0,1.0,1.0,,,,,5.0,10.0,10.0,0.0,,0.0,2.0,,,,11.0,1.0,11.0,20.0,0.0,0.0,0.0,11.0,,189.0,15.0,61.0,22.0,26.0,113.0,,20.0,36.0,16.0,20.0,,,5.0,5.0,2.0,1.0,64.0,18.0,1.85,15,15
Public Class,org.jfree.chart.labels.StandardPieToolTipGenerator,10.0,0.0,3.0,7.0,1.0,1.0,,,,,5.0,6.0,6.0,0.0,,0.0,2.0,,,,7.0,0.0,7.0,16.0,0.0,0.0,0.0,7.0,,99.0,10.0,29.0,13.0,10.0,60.0,,9.0,17.0,10.0,7.0,,,1.0,1.0,2.0,0.0,0.0,0.0,2.07,7,7
Public Class,org.jfree.chart.labels.StandardXYItemLabelGenerator,13.0,0.0,4.0,9.0,1.0,1.0,,,,,5.0,5.0,5.0,0.0,,0.0,2.0,,,,9.0,0.0,9.0,25.0,0.0,0.0,0.0,9.0,,145.0,16.0,45.0,18.0,17.0,84.0,,13.0,25.0,12.0,13.0,,,3.0,3.0,2.0,1.0,0.0,0.0,1.87,11,11
Public Class,org.jfree.chart.labels.StandardXYSeriesLabelGenerator,13.0,0.0,6.0,7.0,2.0,1.0,,,,,5.0,7.0,7.0,0.0,,0.0,2.0,,,,7.0,1.0,7.0,7.0,0.0,0.0,1.0,6.0,,120.0,11.0,51.0,18.0,27.0,58.0,,21.0,34.0,15.0,20.0,,,4.0,4.0,1.0,1.0,43.0,29.0,1.14,12,10
Public Class,org.jfree.chart.labels.StandardXYToolTipGenerator,14.0,1.0,4.0,8.0,1.0,1.0,,,,,5.0,5.0,5.0,2.0,,1.0,2.0,,,,8.0,0.0,9.0,25.0,0.0,0.0,0.0,9.0,,145.0,18.0,45.0,18.0,17.0,82.0,,13.0,25.0,12.0,13.0,,,3.0,3.0,2.0,1.0,0.0,0.0,1.82,11,11
Public Class,org.jfree.chart.labels.StandardXYZToolTipGenerator,19.0,1.0,10.0,8.0,2.0,2.0,,,,,3.0,10.0,10.0,0.0,,0.0,2.0,,,,9.0,2.0,9.0,34.0,0.0,0.0,1.0,8.0,,207.0,22.0,98.0,31.0,55.0,87.0,,39.0,59.0,23.0,42.0,,,6.0,6.0,3.0,1.0,56.0,33.0,0.89,19,14
Public Class,org.jfree.chart.labels.SymbolicXYItemLabelGenerator,16.0,0.0,9.0,8.0,2.0,1.0,,,,,6.0,8.0,8.0,0.0,,1.0,1.0,,,,5.0,0.0,6.0,6.0,0.0,1.0,0.0,5.0,,115.0,9.0,55.0,18.0,30.0,52.0,,22.0,35.0,15.0,25.0,,,4.0,3.0,1.0,1.0,0.0,0.0,0.95,12,8
Public Interface,org.jfree.chart.labels.XYItemLabelGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,5.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,15.0,2.0,3.0,2.0,0.0,10.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0,0
Public Interface,org.jfree.chart.labels.XYSeriesLabelGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,2.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,14.0,2.0,3.0,2.0,0.0,9.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0
Public Interface,org.jfree.chart.labels.XYToolTipGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,6.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,14.0,2.0,3.0,2.0,0.0,9.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0
