Kind,Name,PercentLackOfCohesionModified,PercentLackOfCohesion
Public Class,"org.jfree.data.category.AbstractCategoryDataset",33,33
Public Interface,"org.jfree.data.category.CategoryDataset",0,0
Public Interface,"org.jfree.data.category.CategoryDatasetSelectionState",0,0
Public Interface,"org.jfree.data.category.CategoryRangeInfo",0,0
Public Class,"org.jfree.data.category.CategoryToPieDataset",36,44
Public Class,"org.jfree.data.category.DefaultCategoryDataset",10,23
Public Class,"org.jfree.data.category.DefaultIntervalCategoryDataset",51,77
Public Interface,"org.jfree.data.category.IntervalCategoryDataset",0,0
Public Interface,"org.jfree.data.category.SelectableCategoryDataset",0,0
Public Class,"org.jfree.data.category.SlidingCategoryDataset",37,46
Public Class,"org.jfree.data.category.junit.CategoryToPieDatasetTests",0,0
Public Class,"org.jfree.data.category.junit.DataCategoryPackageTests",0,0
Public Class,"org.jfree.data.category.junit.DefaultCategoryDatasetTests",0,0
Public Class,"org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests",0,0
Public Class,"org.jfree.data.category.junit.SlidingCategoryDatasetTests",0,0
Public Class,"org.jfree.data.event.DatasetChangeEvent",33,33
Public Interface,"org.jfree.data.event.DatasetChangeListener",0,0
Public Class,"org.jfree.data.event.SeriesChangeEvent",0,25
Public Interface,"org.jfree.data.event.SeriesChangeListener",0,0
Public Interface,"org.jfree.data.function.Function2D",0,0
Public Class,"org.jfree.data.function.LineFunction2D",17,17
Public Class,"org.jfree.data.function.NormalDistributionFunction2D",46,46
Public Class,"org.jfree.data.function.PolynomialFunction2D",0,0
Public Class,"org.jfree.data.function.PowerFunction2D",17,17
Public Class,"org.jfree.data.function.junit.DataFunctionPackageTests",0,0
Public Class,"org.jfree.data.function.junit.LineFunction2DTests",0,0
Public Class,"org.jfree.data.function.junit.NormalDistributionFunction2DTests",0,0
Public Class,"org.jfree.data.function.junit.PolynomialFunction2DTests",0,0
Public Class,"org.jfree.data.function.junit.PowerFunction2DTests",0,0
Public Interface,"org.jfree.data.gantt.GanttCategoryDataset",0,0
Public Class,"org.jfree.data.gantt.SlidingGanttCategoryDataset",28,40
Public Class,"org.jfree.data.gantt.Task",62,70
Public Class,"org.jfree.data.gantt.TaskSeries",0,0
Public Class,"org.jfree.data.gantt.TaskSeriesCollection",32,61
Public Class,"org.jfree.data.gantt.XYTaskDataset",43,72
Public Class,"org.jfree.data.gantt.junit.DataGanttPackageTests",0,0
Public Class,"org.jfree.data.gantt.junit.SlidingGanttCategoryDatasetTests",0,0
Public Class,"org.jfree.data.gantt.junit.TaskSeriesCollectionTests",0,0
Public Class,"org.jfree.data.gantt.junit.TaskSeriesTests",0,0
Public Class,"org.jfree.data.gantt.junit.TaskTests",0,0
Public Class,"org.jfree.data.gantt.junit.XYTaskDatasetTests",0,0
Public Abstract Class,"org.jfree.data.general.AbstractDataset",50,58
Public Abstract Class,"org.jfree.data.general.AbstractSeriesDataset",0,0
Public Interface,"org.jfree.data.general.Dataset",0,0
Public Class,"org.jfree.data.general.DatasetAndSelection",33,33
Public Class,"org.jfree.data.general.DatasetGroup",20,20
Public Interface,"org.jfree.data.general.DatasetSelectionState",0,0
Public Final Class,"org.jfree.data.general.DatasetUtilities",0,0
Public Class,"org.jfree.data.general.DefaultHeatMapDataset",70,72
Public Class,"org.jfree.data.general.DefaultKeyedValueDataset",10,30
Public Class,"org.jfree.data.general.DefaultKeyedValues2DDataset",0,0
Public Class,"org.jfree.data.general.DefaultKeyedValuesDataset",0,0
Public Class,"org.jfree.data.general.DefaultValueDataset",14,29
Public Interface,"org.jfree.data.general.HeatMapDataset",0,0
Public Abstract Class,"org.jfree.data.general.HeatMapUtilities",0,0
Public Interface,"org.jfree.data.general.KeyedValueDataset",0,0
Public Interface,"org.jfree.data.general.KeyedValues2DDataset",0,0
Public Interface,"org.jfree.data.general.KeyedValuesDataset",0,0
Public Abstract Class,"org.jfree.data.general.Series",65,75
Public Class,"org.jfree.data.general.SeriesChangeInfo",50,50
Public Class,"org.jfree.data.general.SeriesChangeType",0,20
Public Interface,"org.jfree.data.general.SeriesDataset",0,0
Public Class,"org.jfree.data.general.SeriesException",0,0
Public Interface,"org.jfree.data.general.ValueDataset",0,0
Public Class,"org.jfree.data.general.WaferMapDataset",70,82
Public Class,"org.jfree.data.general.junit.DataGeneralPackageTests",0,0
Public Class,"org.jfree.data.general.junit.DatasetGroupTests",0,0
Public Class,"org.jfree.data.general.junit.DatasetUtilitiesTests",0,0
Public Class,"org.jfree.data.general.junit.DefaultHeatMapDatasetTests",75,75
Public Class,"org.jfree.data.general.junit.DefaultKeyedValueDatasetTests",0,0
Public Class,"org.jfree.data.general.junit.DefaultKeyedValues2DDatasetTests",0,0
Public Class,"org.jfree.data.general.junit.DefaultKeyedValuesDatasetTests",0,0
Public Class,"org.jfree.data.general.junit.DefaultPieDatasetTests",75,75
Public Class,"org.jfree.data.general.junit.IntervalDataItem",50,50
Public Class,"org.jfree.data.general.junit.TestIntervalCategoryDataset",7,11
Public Class,"org.jfree.data.io.CSV",8,58
Public Class,"org.jfree.data.jdbc.JDBCCategoryDataset",36,57
Public Class,"org.jfree.data.jdbc.JDBCPieDataset",17,33
Public Class,"org.jfree.data.jdbc.JDBCXYDataset",68,81
Public Class,"org.jfree.data.junit.ComparableObjectItemTests",0,0
Public Class,"org.jfree.data.junit.ComparableObjectSeriesTests",0,0
Static Class,"org.jfree.data.junit.ComparableObjectSeriesTests.MyComparableObjectSeries",0,0
Public Class,"org.jfree.data.junit.DataPackageTests",0,0
Public Class,"org.jfree.data.junit.DataUtilitiesTests",0,0
Public Class,"org.jfree.data.junit.DefaultKeyedValueTests",0,0
Public Class,"org.jfree.data.junit.DefaultKeyedValues2DTests",0,0
Public Class,"org.jfree.data.junit.DefaultKeyedValuesTests",0,0
Public Class,"org.jfree.data.junit.DomainOrderTests",0,0
Public Class,"org.jfree.data.junit.KeyToGroupMapTests",0,0
Public Class,"org.jfree.data.junit.KeyedObjectTests",0,0
Public Class,"org.jfree.data.junit.KeyedObjects2DTests",0,0
Public Class,"org.jfree.data.junit.KeyedObjectsTests",0,0
Public Class,"org.jfree.data.junit.RangeTests",0,0
Public Class,"org.jfree.data.junit.RangeTypeTests",0,0
Public Class,"org.jfree.data.pie.AbstractPieDataset",33,33
Public Class,"org.jfree.data.pie.DefaultPieDataset",13,21
Public Interface,"org.jfree.data.pie.PieDataset",0,0
Public Class,"org.jfree.data.pie.PieDatasetChangeInfo",50,50
Public Class,"org.jfree.data.pie.PieDatasetChangeType",0,20
Public Interface,"org.jfree.data.pie.PieDatasetSelectionState",0,0
Public Interface,"org.jfree.data.pie.SelectablePieDataset",0,0
Public Class,"org.jfree.data.resources.DataPackageResources",0,0
Public Class,"org.jfree.data.resources.DataPackageResources_de",0,0
Public Class,"org.jfree.data.resources.DataPackageResources_es",0,0
Public Class,"org.jfree.data.resources.DataPackageResources_fr",0,0
Public Class,"org.jfree.data.resources.DataPackageResources_pl",0,0
Public Class,"org.jfree.data.resources.DataPackageResources_ru",0,0
Public Abstract Class,"org.jfree.data.statistics.BoxAndWhiskerCalculator",0,0
Public Interface,"org.jfree.data.statistics.BoxAndWhiskerCategoryDataset",0,0
Public Class,"org.jfree.data.statistics.BoxAndWhiskerItem",74,74
Public Interface,"org.jfree.data.statistics.BoxAndWhiskerXYDataset",0,0
Public Class,"org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset",66,80
Public Class,"org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset",82,83
Public Class,"org.jfree.data.statistics.DefaultMultiValueCategoryDataset",67,67
Public Class,"org.jfree.data.statistics.DefaultStatisticalCategoryDataset",63,80
Public Class,"org.jfree.data.statistics.HistogramBin",50,50
Public Class,"org.jfree.data.statistics.HistogramDataset",43,67
Public Class,"org.jfree.data.statistics.HistogramType",0,20
Public Class,"org.jfree.data.statistics.MeanAndStandardDeviation",38,38
Public Interface,"org.jfree.data.statistics.MultiValueCategoryDataset",0,0
Public Abstract Class,"org.jfree.data.statistics.Regression",0,0
Public Class,"org.jfree.data.statistics.SimpleHistogramBin",56,64
Public Class,"org.jfree.data.statistics.SimpleHistogramDataset",59,76
Public Interface,"org.jfree.data.statistics.StatisticalCategoryDataset",0,0
Public Abstract Class,"org.jfree.data.statistics.Statistics",0,0
Public Class,"org.jfree.data.statistics.junit.BoxAndWhiskerCalculatorTests",0,0
Public Class,"org.jfree.data.statistics.junit.BoxAndWhiskerItemTests",0,0
Public Class,"org.jfree.data.statistics.junit.DataStatisticsPackageTests",0,0
Public Class,"org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests",0,0
Public Class,"org.jfree.data.statistics.junit.DefaultBoxAndWhiskerXYDatasetTests",0,0
Public Class,"org.jfree.data.statistics.junit.DefaultMultiValueCategoryDatasetTests",0,0
Public Class,"org.jfree.data.statistics.junit.DefaultStatisticalCategoryDatasetTests",0,0
Public Class,"org.jfree.data.statistics.junit.HistogramBinTests",0,0
Public Class,"org.jfree.data.statistics.junit.HistogramDatasetTests",0,0
Public Class,"org.jfree.data.statistics.junit.MeanAndStandardDeviationTests",0,0
Public Class,"org.jfree.data.statistics.junit.RegressionTests",0,0
Public Class,"org.jfree.data.statistics.junit.SimpleHistogramBinTests",0,0
Public Class,"org.jfree.data.statistics.junit.SimpleHistogramDatasetTests",0,0
Public Class,"org.jfree.data.statistics.junit.StatisticsTests",0,0
Public Class,"org.jfree.data.time.DateRange",22,56
Public Class,"org.jfree.data.time.Day",56,70
Public Class,"org.jfree.data.time.DynamicTimeSeriesCollection",81,90
Protected Class,"org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence",0,25
Public Class,"org.jfree.data.time.FixedMillisecond",6,18
Public Class,"org.jfree.data.time.Hour",58,68
Public Class,"org.jfree.data.time.Millisecond",40,67
Public Class,"org.jfree.data.time.Minute",53,70
Public Class,"org.jfree.data.time.Month",57,68
Public Interface,"org.jfree.data.time.MonthConstants",0,0
Public Class,"org.jfree.data.time.MovingAverage",0,0
Public Class,"org.jfree.data.time.Quarter",53,65
Public Abstract Class,"org.jfree.data.time.RegularTimePeriod",0,0
Public Class,"org.jfree.data.time.Second",40,64
Public Abstract Class,"org.jfree.data.time.SerialDate",94,94
Public Class,"org.jfree.data.time.SimpleTimePeriod",33,56
Public Class,"org.jfree.data.time.SpreadsheetDate",66,76
Public Interface,"org.jfree.data.time.TimePeriod",0,0
Public Final Class,"org.jfree.data.time.TimePeriodAnchor",0,20
Public Class,"org.jfree.data.time.TimePeriodFormatException",0,0
Public Class,"org.jfree.data.time.TimePeriodValue",39,50
Public Class,"org.jfree.data.time.TimePeriodValues",63,84
Public Class,"org.jfree.data.time.TimePeriodValuesCollection",34,61
Public Class,"org.jfree.data.time.TimeSeries",61,84
Public Class,"org.jfree.data.time.TimeSeriesCollection",44,73
Public Class,"org.jfree.data.time.TimeSeriesDataItem",55,58
Public Class,"org.jfree.data.time.TimeSeriesTableModel",68,77
Public Class,"org.jfree.data.time.TimeTableXYDataset",59,78
Public Class,"org.jfree.data.time.Week",51,69
Public Class,"org.jfree.data.time.Year",49,72
Public Class,"org.jfree.data.time.junit.DataTimePackageTests",0,0
Public Class,"org.jfree.data.time.junit.DateRangeTests",0,0
Public Class,"org.jfree.data.time.junit.DayTests",0,0
Public Class,"org.jfree.data.time.junit.FixedMillisecondTests",0,0
Public Class,"org.jfree.data.time.junit.HourTests",0,0
Public Class,"org.jfree.data.time.junit.MillisecondTests",0,0
Public Class,"org.jfree.data.time.junit.MinuteTests",0,0
Public Class,"org.jfree.data.time.junit.MonthTests",90,90
Public Class,"org.jfree.data.time.junit.MovingAverageTests",0,0
Public Class,"org.jfree.data.time.junit.QuarterTests",90,90
Public Class,"org.jfree.data.time.junit.SecondTests",0,0
Public Class,"org.jfree.data.time.junit.SimpleTimePeriodTests",0,0
Public Class,"org.jfree.data.time.junit.TimePeriodAnchorTests",0,0
Public Class,"org.jfree.data.time.junit.TimePeriodValueTests",0,0
Public Class,"org.jfree.data.time.junit.TimePeriodValuesCollectionTests",0,0
Public Class,"org.jfree.data.time.junit.TimePeriodValuesTests",93,93
Static Class,"org.jfree.data.time.junit.TimePeriodValuesTests.MySeriesChangeListener",0,0
Public Class,"org.jfree.data.time.junit.TimeSeriesCollectionTests",0,0
Public Class,"org.jfree.data.time.junit.TimeSeriesDataItemTests",0,0
Public Class,"org.jfree.data.time.junit.TimeSeriesTests",94,94
Public Class,"org.jfree.data.time.junit.TimeTableXYDatasetTests",0,0
Public Class,"org.jfree.data.time.junit.WeekTests",90,90
Public Class,"org.jfree.data.time.junit.YearTests",0,0
Public Class,"org.jfree.data.time.ohlc.OHLC",43,43
Public Class,"org.jfree.data.time.ohlc.OHLCItem",0,0
Public Class,"org.jfree.data.time.ohlc.OHLCSeries",0,0
Public Class,"org.jfree.data.time.ohlc.OHLCSeriesCollection",46,64
Public Class,"org.jfree.data.time.ohlc.junit.OHLCItemTests",0,0
Public Class,"org.jfree.data.time.ohlc.junit.OHLCPackageTests",0,0
Public Class,"org.jfree.data.time.ohlc.junit.OHLCSeriesCollectionTests",82,82
Public Class,"org.jfree.data.time.ohlc.junit.OHLCSeriesTests",83,83
Public Class,"org.jfree.data.time.ohlc.junit.OHLCTests",0,0
Public Class,"org.jfree.data.xml.CategoryDatasetHandler",20,20
Public Class,"org.jfree.data.xml.CategorySeriesHandler",40,47
Public Class,"org.jfree.data.xml.DatasetReader",0,0
Public Interface,"org.jfree.data.xml.DatasetTags",0,0
Public Class,"org.jfree.data.xml.ItemHandler",54,54
Public Class,"org.jfree.data.xml.KeyHandler",44,56
Public Class,"org.jfree.data.xml.PieDatasetHandler",20,20
Public Class,"org.jfree.data.xml.RootHandler",0,17
Public Class,"org.jfree.data.xml.ValueHandler",44,50
Public Abstract Class,"org.jfree.data.xy.AbstractIntervalXYDataset",0,0
Public Abstract Class,"org.jfree.data.xy.AbstractXYDataset",60,60
Public Abstract Class,"org.jfree.data.xy.AbstractXYZDataset",0,0
Public Class,"org.jfree.data.xy.CategoryTableXYDataset",44,54
Public Class,"org.jfree.data.xy.DefaultHighLowDataset",82,86
Public Class,"org.jfree.data.xy.DefaultIntervalXYDataset",35,53
Public Class,"org.jfree.data.xy.DefaultOHLCDataset",48,63
Public Class,"org.jfree.data.xy.DefaultTableXYDataset",61,72
Public Class,"org.jfree.data.xy.DefaultWindDataset",38,54
Public Class,"org.jfree.data.xy.DefaultXYDataset",30,40
Public Class,"org.jfree.data.xy.DefaultXYZDataset",32,44
Public Interface,"org.jfree.data.xy.IntervalXYDataset",0,0
Public Class,"org.jfree.data.xy.IntervalXYDelegate",38,73
Public Interface,"org.jfree.data.xy.IntervalXYZDataset",0,0
Public Class,"org.jfree.data.xy.MatrixSeries",0,45
Public Class,"org.jfree.data.xy.MatrixSeriesCollection",0,19
Public Class,"org.jfree.data.xy.NormalizedMatrixSeries",42,42
Public Class,"org.jfree.data.xy.OHLCDataItem",67,67
Public Interface,"org.jfree.data.xy.OHLCDataset",0,0
Public Interface,"org.jfree.data.xy.SelectableXYDataset",0,0
Public Interface,"org.jfree.data.xy.TableXYDataset",0,0
Public Class,"org.jfree.data.xy.Vector",14,14
Public Class,"org.jfree.data.xy.VectorDataItem",0,0
Public Class,"org.jfree.data.xy.VectorSeries",0,0
Public Class,"org.jfree.data.xy.VectorSeriesCollection",0,22
Public Interface,"org.jfree.data.xy.VectorXYDataset",0,0
Class,"org.jfree.data.xy.WindDataItem",44,44
Public Interface,"org.jfree.data.xy.WindDataset",0,0
Public Class,"org.jfree.data.xy.XIntervalDataItem",0,0
Public Class,"org.jfree.data.xy.XIntervalSeries",0,0
Public Class,"org.jfree.data.xy.XIntervalSeriesCollection",0,20
Public Class,"org.jfree.data.xy.XYBarDataset",39,48
Public Class,"org.jfree.data.xy.XYCoordinate",13,25
Public Class,"org.jfree.data.xy.XYDataItem",58,62
Public Interface,"org.jfree.data.xy.XYDataset",0,0
Public Interface,"org.jfree.data.xy.XYDatasetSelectionState",0,0
Public Class,"org.jfree.data.xy.XYDatasetTableModel",40,40
Public Interface,"org.jfree.data.xy.XYDomainInfo",0,0
Public Class,"org.jfree.data.xy.XYInterval",57,57
Public Class,"org.jfree.data.xy.XYIntervalDataItem",0,0
Public Class,"org.jfree.data.xy.XYIntervalSeries",0,0
Public Class,"org.jfree.data.xy.XYIntervalSeriesCollection",0,32
Public Interface,"org.jfree.data.xy.XYRangeInfo",0,0
Public Class,"org.jfree.data.xy.XYSeries",57,83
Public Class,"org.jfree.data.xy.XYSeriesCollection",41,63
Public Interface,"org.jfree.data.xy.XYZDataset",0,0
Public Interface,"org.jfree.data.xy.XisSymbolic",0,0
Public Class,"org.jfree.data.xy.YInterval",40,40
Public Class,"org.jfree.data.xy.YIntervalDataItem",0,0
Public Class,"org.jfree.data.xy.YIntervalSeries",0,0
Public Class,"org.jfree.data.xy.YIntervalSeriesCollection",0,20
Public Class,"org.jfree.data.xy.YWithXInterval",40,40
Public Interface,"org.jfree.data.xy.YisSymbolic",0,0
Public Class,"org.jfree.data.xy.junit.CategoryTableXYDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.DataXYPackageTests",0,0
Public Class,"org.jfree.data.xy.junit.DefaultHighLowDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.DefaultIntervalXYDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.DefaultOHLCDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.DefaultTableXYDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.DefaultWindDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.DefaultXYDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.DefaultXYZDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.IntervalXYDelegateTests",0,0
Public Class,"org.jfree.data.xy.junit.MatrixSeriesCollectionTests",0,0
Public Class,"org.jfree.data.xy.junit.MatrixSeriesTests",0,0
Public Class,"org.jfree.data.xy.junit.OHLCDataItemTests",0,0
Public Class,"org.jfree.data.xy.junit.TableXYDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.VectorDataItemTests",0,0
Public Class,"org.jfree.data.xy.junit.VectorSeriesCollectionTests",0,0
Public Class,"org.jfree.data.xy.junit.VectorSeriesTests",86,86
Public Class,"org.jfree.data.xy.junit.VectorTests",0,0
Public Class,"org.jfree.data.xy.junit.XIntervalDataItemTests",0,0
Public Class,"org.jfree.data.xy.junit.XIntervalSeriesCollectionTests",0,0
Public Class,"org.jfree.data.xy.junit.XIntervalSeriesTests",88,88
Public Class,"org.jfree.data.xy.junit.XYBarDatasetTests",0,0
Public Class,"org.jfree.data.xy.junit.XYCoordinateTests",0,0
Public Class,"org.jfree.data.xy.junit.XYDataItemTests",0,0
Public Class,"org.jfree.data.xy.junit.XYIntervalDataItemTests",0,0
Public Class,"org.jfree.data.xy.junit.XYIntervalSeriesCollectionTests",0,0
Public Class,"org.jfree.data.xy.junit.XYIntervalSeriesTests",87,87
Public Class,"org.jfree.data.xy.junit.XYIntervalTests",0,0
Public Class,"org.jfree.data.xy.junit.XYSeriesCollectionTests",0,0
Public Class,"org.jfree.data.xy.junit.XYSeriesTests",0,0
Public Class,"org.jfree.data.xy.junit.YIntervalDataItemTests",0,0
Public Class,"org.jfree.data.xy.junit.YIntervalSeriesCollectionTests",0,0
Public Class,"org.jfree.data.xy.junit.YIntervalSeriesTests",86,86
Public Class,"org.jfree.data.xy.junit.YIntervalTests",0,0
Public Class,"org.jfree.data.xy.junit.YWithXIntervalTests",0,0
Public Class,"org.jfree.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer",0,0
Public Class,"org.jfree.experimental.chart.swt.ChartComposite",87,94
Public Class,"org.jfree.experimental.chart.swt.demo.SWTBarChartDemo1",0,0
Public Class,"org.jfree.experimental.chart.swt.demo.SWTMultipleAxisDemo1",0,0
Public Class,"org.jfree.experimental.chart.swt.demo.SWTPieChartDemo1",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.demo.SWTPieChartDemo1.main.(Anon_1)",50,50
Public Class,"org.jfree.experimental.chart.swt.demo.SWTTimeSeriesDemo",0,0
Class,"org.jfree.experimental.chart.swt.editor.SWTAxisEditor",68,82
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_1)",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_2)",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_3)",0,0
Public Class,"org.jfree.experimental.chart.swt.editor.SWTChartEditor",44,44
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTChartEditor.SWTChartEditor.(Anon_1)",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTChartEditor.SWTChartEditor.(Anon_2)",0,0
Class,"org.jfree.experimental.chart.swt.editor.SWTNumberAxisEditor",50,50
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTNumberAxisEditor.SWTNumberAxisEditor.(Anon_1)",0,0
Class,"org.jfree.experimental.chart.swt.editor.SWTOtherEditor",17,17
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTOtherEditor.SWTOtherEditor.(Anon_1)",0,0
Class,"org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor",69,69
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_1)",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_2)",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_3)",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_4)",0,0
Class,"org.jfree.experimental.chart.swt.editor.SWTPlotEditor",50,50
Class,"org.jfree.experimental.chart.swt.editor.SWTStrokeCanvas",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTStrokeCanvas.SWTStrokeCanvas.(Anon_1)",0,0
Class,"org.jfree.experimental.chart.swt.editor.SWTTitleEditor",68,74
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_1)",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_2)",0,0
Anonymous Class,"org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_3)",0,0
Public Class,"org.jfree.experimental.swt.SWTGraphics2D",82,88
Public Class,"org.jfree.experimental.swt.SWTPaintCanvas",43,57
Anonymous Class,"org.jfree.experimental.swt.SWTPaintCanvas.SWTPaintCanvas.(Anon_1)",0,0
Public Class,"org.jfree.experimental.swt.SWTUtils",0,0
