Kind,Name,PercentLackOfCohesion,PercentLackOfCohesionModified
Public Class,org.jfree.data.function.junit.LineFunction2DTests,0,0
Public Class,org.jfree.data.function.junit.NormalDistributionFunction2DTests,0,0
Public Class,org.jfree.data.function.junit.PolynomialFunction2DTests,0,0
Public Class,org.jfree.data.function.junit.PowerFunction2DTests,0,0
Public Interface,org.jfree.data.gantt.GanttCategoryDataset,0,0
Public Class,org.jfree.data.gantt.SlidingGanttCategoryDataset,40,28
Public Class,org.jfree.data.gantt.Task,70,62
Public Class,org.jfree.data.gantt.TaskSeries,0,0
Public Class,org.jfree.data.gantt.TaskSeriesCollection,61,32
Public Class,org.jfree.data.gantt.XYTaskDataset,72,43
Public Class,org.jfree.data.gantt.junit.DataGanttPackageTests,0,0
Public Class,org.jfree.data.gantt.junit.SlidingGanttCategoryDatasetTests,0,0
Public Class,org.jfree.data.gantt.junit.TaskSeriesCollectionTests,0,0
Public Class,org.jfree.data.gantt.junit.TaskSeriesTests,0,0
Public Class,org.jfree.data.gantt.junit.TaskTests,0,0
Public Class,org.jfree.data.gantt.junit.XYTaskDatasetTests,0,0
Public Abstract Class,org.jfree.data.general.AbstractDataset,58,50
Public Abstract Class,org.jfree.data.general.AbstractSeriesDataset,0,0
Public Interface,org.jfree.data.general.Dataset,0,0
Public Class,org.jfree.data.general.DatasetAndSelection,33,33
Public Class,org.jfree.data.general.DatasetGroup,20,20
Public Interface,org.jfree.data.general.DatasetSelectionState,0,0
Public Final Class,org.jfree.data.general.DatasetUtilities,0,0
Public Class,org.jfree.data.general.DefaultHeatMapDataset,72,70
Public Class,org.jfree.data.general.DefaultKeyedValueDataset,30,10
Public Class,org.jfree.data.general.DefaultKeyedValues2DDataset,0,0
Public Class,org.jfree.data.general.DefaultKeyedValuesDataset,0,0
Public Class,org.jfree.data.general.DefaultValueDataset,29,14
Public Interface,org.jfree.data.general.HeatMapDataset,0,0
Public Abstract Class,org.jfree.data.general.HeatMapUtilities,0,0
Public Interface,org.jfree.data.general.KeyedValueDataset,0,0
Public Interface,org.jfree.data.general.KeyedValues2DDataset,0,0
Public Interface,org.jfree.data.general.KeyedValuesDataset,0,0
Public Abstract Class,org.jfree.data.general.Series,75,65
Public Class,org.jfree.data.general.SeriesChangeInfo,50,50
Public Class,org.jfree.data.general.SeriesChangeType,20,0
Public Interface,org.jfree.data.general.SeriesDataset,0,0
Public Class,org.jfree.data.general.SeriesException,0,0
Public Interface,org.jfree.data.general.ValueDataset,0,0
Public Class,org.jfree.data.general.WaferMapDataset,82,70
Public Class,org.jfree.data.general.junit.DataGeneralPackageTests,0,0
Public Class,org.jfree.data.general.junit.DatasetGroupTests,0,0
Public Class,org.jfree.data.general.junit.DatasetUtilitiesTests,0,0
Public Class,org.jfree.data.general.junit.DefaultHeatMapDatasetTests,75,75
Public Class,org.jfree.data.general.junit.DefaultKeyedValueDatasetTests,0,0
Public Class,org.jfree.data.general.junit.DefaultKeyedValues2DDatasetTests,0,0
Public Class,org.jfree.data.general.junit.DefaultKeyedValuesDatasetTests,0,0
Public Class,org.jfree.data.general.junit.DefaultPieDatasetTests,75,75
Public Class,org.jfree.data.general.junit.IntervalDataItem,50,50
Public Class,org.jfree.data.general.junit.TestIntervalCategoryDataset,11,7
Public Class,org.jfree.data.io.CSV,58,8
Public Class,org.jfree.data.jdbc.JDBCCategoryDataset,57,36
Public Class,org.jfree.data.jdbc.JDBCPieDataset,33,17
Public Class,org.jfree.data.jdbc.JDBCXYDataset,81,68
Public Class,org.jfree.data.junit.ComparableObjectItemTests,0,0
Public Class,org.jfree.data.junit.ComparableObjectSeriesTests,0,0
Static Class,org.jfree.data.junit.ComparableObjectSeriesTests.MyComparableObjectSeries,0,0
Public Class,org.jfree.data.junit.DataPackageTests,0,0
Public Class,org.jfree.data.junit.DataUtilitiesTests,0,0
Public Class,org.jfree.data.junit.DefaultKeyedValueTests,0,0
Public Class,org.jfree.data.junit.DefaultKeyedValues2DTests,0,0
Public Class,org.jfree.data.junit.DefaultKeyedValuesTests,0,0
Public Class,org.jfree.data.junit.DomainOrderTests,0,0
Public Class,org.jfree.data.junit.KeyToGroupMapTests,0,0
Public Class,org.jfree.data.junit.KeyedObjectTests,0,0
Public Class,org.jfree.data.junit.KeyedObjects2DTests,0,0
Public Class,org.jfree.data.junit.KeyedObjectsTests,0,0
Public Class,org.jfree.data.junit.RangeTests,0,0
Public Class,org.jfree.data.junit.RangeTypeTests,0,0
Public Class,org.jfree.data.pie.AbstractPieDataset,33,33
Public Class,org.jfree.data.pie.DefaultPieDataset,21,13
Public Interface,org.jfree.data.pie.PieDataset,0,0
Public Class,org.jfree.data.pie.PieDatasetChangeInfo,50,50
Public Class,org.jfree.data.pie.PieDatasetChangeType,20,0
Public Interface,org.jfree.data.pie.PieDatasetSelectionState,0,0
Public Interface,org.jfree.data.pie.SelectablePieDataset,0,0
Public Class,org.jfree.data.resources.DataPackageResources,0,0
Public Class,org.jfree.data.resources.DataPackageResources_de,0,0
Public Class,org.jfree.data.resources.DataPackageResources_es,0,0
Public Class,org.jfree.data.resources.DataPackageResources_fr,0,0
Public Class,org.jfree.data.resources.DataPackageResources_pl,0,0
Public Class,org.jfree.data.resources.DataPackageResources_ru,0,0
Public Abstract Class,org.jfree.data.statistics.BoxAndWhiskerCalculator,0,0
Public Interface,org.jfree.data.statistics.BoxAndWhiskerCategoryDataset,0,0
Public Class,org.jfree.data.statistics.BoxAndWhiskerItem,74,74
Public Interface,org.jfree.data.statistics.BoxAndWhiskerXYDataset,0,0
Public Class,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,80,66
Public Class,org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,83,82
Public Class,org.jfree.data.statistics.DefaultMultiValueCategoryDataset,67,67
Public Class,org.jfree.data.statistics.DefaultStatisticalCategoryDataset,80,63
Public Class,org.jfree.data.statistics.HistogramBin,50,50
Public Class,org.jfree.data.statistics.HistogramDataset,67,43
Public Class,org.jfree.data.statistics.HistogramType,20,0
Public Class,org.jfree.data.statistics.MeanAndStandardDeviation,38,38
Public Interface,org.jfree.data.statistics.MultiValueCategoryDataset,0,0
Public Abstract Class,org.jfree.data.statistics.Regression,0,0
Public Class,org.jfree.data.statistics.SimpleHistogramBin,64,56
Public Class,org.jfree.data.statistics.SimpleHistogramDataset,76,59
Public Interface,org.jfree.data.statistics.StatisticalCategoryDataset,0,0
Public Abstract Class,org.jfree.data.statistics.Statistics,0,0
Public Class,org.jfree.data.statistics.junit.BoxAndWhiskerCalculatorTests,0,0
Public Class,org.jfree.data.statistics.junit.BoxAndWhiskerItemTests,0,0
Public Class,org.jfree.data.statistics.junit.DataStatisticsPackageTests,0,0
Public Class,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests,0,0
Public Class,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerXYDatasetTests,0,0
Public Class,org.jfree.data.statistics.junit.DefaultMultiValueCategoryDatasetTests,0,0
Public Class,org.jfree.data.statistics.junit.DefaultStatisticalCategoryDatasetTests,0,0
Public Class,org.jfree.data.statistics.junit.HistogramBinTests,0,0
Public Class,org.jfree.data.statistics.junit.HistogramDatasetTests,0,0
Public Class,org.jfree.data.statistics.junit.MeanAndStandardDeviationTests,0,0
Public Class,org.jfree.data.statistics.junit.RegressionTests,0,0
Public Class,org.jfree.data.statistics.junit.SimpleHistogramBinTests,0,0
Public Class,org.jfree.data.statistics.junit.SimpleHistogramDatasetTests,0,0
Public Class,org.jfree.data.statistics.junit.StatisticsTests,0,0
Public Class,org.jfree.data.time.DateRange,56,22
Public Class,org.jfree.data.time.Day,70,56
Public Class,org.jfree.data.time.DynamicTimeSeriesCollection,90,81
Protected Class,org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence,25,0
Public Class,org.jfree.data.time.FixedMillisecond,18,6
Public Class,org.jfree.data.time.Hour,68,58
Public Class,org.jfree.data.time.Millisecond,67,40
Public Class,org.jfree.data.time.Minute,70,53
Public Class,org.jfree.data.time.Month,68,57
Public Interface,org.jfree.data.time.MonthConstants,0,0
Public Class,org.jfree.data.time.MovingAverage,0,0
Public Class,org.jfree.data.time.Quarter,65,53
Public Abstract Class,org.jfree.data.time.RegularTimePeriod,0,0
Public Class,org.jfree.data.time.Second,64,40
Public Abstract Class,org.jfree.data.time.SerialDate,94,94
Public Class,org.jfree.data.time.SimpleTimePeriod,56,33
Public Class,org.jfree.data.time.SpreadsheetDate,76,66
Public Interface,org.jfree.data.time.TimePeriod,0,0
Public Final Class,org.jfree.data.time.TimePeriodAnchor,20,0
Public Class,org.jfree.data.time.TimePeriodFormatException,0,0
Public Class,org.jfree.data.time.TimePeriodValue,50,39
Public Class,org.jfree.data.time.TimePeriodValues,84,63
Public Class,org.jfree.data.time.TimePeriodValuesCollection,61,34
Public Class,org.jfree.data.time.TimeSeries,84,61
Public Class,org.jfree.data.time.TimeSeriesCollection,73,44
Public Class,org.jfree.data.time.TimeSeriesDataItem,58,55
Public Class,org.jfree.data.time.TimeSeriesTableModel,77,68
Public Class,org.jfree.data.time.TimeTableXYDataset,78,59
Public Class,org.jfree.data.time.Week,69,51
Public Class,org.jfree.data.time.Year,72,49
Public Class,org.jfree.data.time.junit.DataTimePackageTests,0,0
Public Class,org.jfree.data.time.junit.DateRangeTests,0,0
Public Class,org.jfree.data.time.junit.DayTests,0,0
Public Class,org.jfree.data.time.junit.FixedMillisecondTests,0,0
Public Class,org.jfree.data.time.junit.HourTests,0,0
Public Class,org.jfree.data.time.junit.MillisecondTests,0,0
Public Class,org.jfree.data.time.junit.MinuteTests,0,0
Public Class,org.jfree.data.time.junit.MonthTests,90,90
Public Class,org.jfree.data.time.junit.MovingAverageTests,0,0
Public Class,org.jfree.data.time.junit.QuarterTests,90,90
Public Class,org.jfree.data.time.junit.SecondTests,0,0
Public Class,org.jfree.data.time.junit.SimpleTimePeriodTests,0,0
Public Class,org.jfree.data.time.junit.TimePeriodAnchorTests,0,0
Public Class,org.jfree.data.time.junit.TimePeriodValueTests,0,0
Public Class,org.jfree.data.time.junit.TimePeriodValuesCollectionTests,0,0
Public Class,org.jfree.data.time.junit.TimePeriodValuesTests,93,93
Static Class,org.jfree.data.time.junit.TimePeriodValuesTests.MySeriesChangeListener,0,0
Public Class,org.jfree.data.time.junit.TimeSeriesCollectionTests,0,0
Public Class,org.jfree.data.time.junit.TimeSeriesDataItemTests,0,0
Public Class,org.jfree.data.time.junit.TimeSeriesTests,94,94
Public Class,org.jfree.data.time.junit.TimeTableXYDatasetTests,0,0
Public Class,org.jfree.data.time.junit.WeekTests,90,90
Public Class,org.jfree.data.time.junit.YearTests,0,0
Public Class,org.jfree.data.time.ohlc.OHLC,43,43
Public Class,org.jfree.data.time.ohlc.OHLCItem,0,0
Public Class,org.jfree.data.time.ohlc.OHLCSeries,0,0
Public Class,org.jfree.data.time.ohlc.OHLCSeriesCollection,64,46
Public Class,org.jfree.data.time.ohlc.junit.OHLCItemTests,0,0
Public Class,org.jfree.data.time.ohlc.junit.OHLCPackageTests,0,0
Public Class,org.jfree.data.time.ohlc.junit.OHLCSeriesCollectionTests,82,82
Public Class,org.jfree.data.time.ohlc.junit.OHLCSeriesTests,83,83
Public Class,org.jfree.data.time.ohlc.junit.OHLCTests,0,0
Public Class,org.jfree.data.xml.CategoryDatasetHandler,20,20
Public Class,org.jfree.data.xml.CategorySeriesHandler,47,40
Public Class,org.jfree.data.xml.DatasetReader,0,0
Public Interface,org.jfree.data.xml.DatasetTags,0,0
Public Class,org.jfree.data.xml.ItemHandler,54,54
Public Class,org.jfree.data.xml.KeyHandler,56,44
Public Class,org.jfree.data.xml.PieDatasetHandler,20,20
Public Class,org.jfree.data.xml.RootHandler,17,0
Public Class,org.jfree.data.xml.ValueHandler,50,44
Public Abstract Class,org.jfree.data.xy.AbstractIntervalXYDataset,0,0
Public Abstract Class,org.jfree.data.xy.AbstractXYDataset,60,60
Public Abstract Class,org.jfree.data.xy.AbstractXYZDataset,0,0
Public Class,org.jfree.data.xy.CategoryTableXYDataset,54,44
Public Class,org.jfree.data.xy.DefaultHighLowDataset,86,82
Public Class,org.jfree.data.xy.DefaultIntervalXYDataset,53,35
Public Class,org.jfree.data.xy.DefaultOHLCDataset,63,48
Public Class,org.jfree.data.xy.DefaultTableXYDataset,72,61
Public Class,org.jfree.data.xy.DefaultWindDataset,54,38
Public Class,org.jfree.data.xy.DefaultXYDataset,40,30
Public Class,org.jfree.data.xy.DefaultXYZDataset,44,32
Public Interface,org.jfree.data.xy.IntervalXYDataset,0,0
Public Class,org.jfree.data.xy.IntervalXYDelegate,73,38
Public Interface,org.jfree.data.xy.IntervalXYZDataset,0,0
Public Class,org.jfree.data.xy.MatrixSeries,45,0
Public Class,org.jfree.data.xy.MatrixSeriesCollection,19,0
Public Class,org.jfree.data.xy.NormalizedMatrixSeries,42,42
Public Class,org.jfree.data.xy.OHLCDataItem,67,67
Public Interface,org.jfree.data.xy.OHLCDataset,0,0
Public Interface,org.jfree.data.xy.SelectableXYDataset,0,0
Public Interface,org.jfree.data.xy.TableXYDataset,0,0
Public Class,org.jfree.data.xy.Vector,14,14
Public Class,org.jfree.data.xy.VectorDataItem,0,0
Public Class,org.jfree.data.xy.VectorSeries,0,0
Public Class,org.jfree.data.xy.VectorSeriesCollection,22,0
Public Interface,org.jfree.data.xy.VectorXYDataset,0,0
Class,org.jfree.data.xy.WindDataItem,44,44
Public Interface,org.jfree.data.xy.WindDataset,0,0
Public Class,org.jfree.data.xy.XIntervalDataItem,0,0
Public Class,org.jfree.data.xy.XIntervalSeries,0,0
Public Class,org.jfree.data.xy.XIntervalSeriesCollection,20,0
Public Class,org.jfree.data.xy.XYBarDataset,48,39
Public Class,org.jfree.data.xy.XYCoordinate,25,13
Public Class,org.jfree.data.xy.XYDataItem,62,58
Public Interface,org.jfree.data.xy.XYDataset,0,0
Public Interface,org.jfree.data.xy.XYDatasetSelectionState,0,0
Public Class,org.jfree.data.xy.XYDatasetTableModel,40,40
Public Interface,org.jfree.data.xy.XYDomainInfo,0,0
Public Class,org.jfree.data.xy.XYInterval,57,57
Public Class,org.jfree.data.xy.XYIntervalDataItem,0,0
Public Class,org.jfree.data.xy.XYIntervalSeries,0,0
Public Class,org.jfree.data.xy.XYIntervalSeriesCollection,32,0
Public Interface,org.jfree.data.xy.XYRangeInfo,0,0
Public Class,org.jfree.data.xy.XYSeries,83,57
Public Class,org.jfree.data.xy.XYSeriesCollection,63,41
Public Interface,org.jfree.data.xy.XYZDataset,0,0
Public Interface,org.jfree.data.xy.XisSymbolic,0,0
Public Class,org.jfree.data.xy.YInterval,40,40
Public Class,org.jfree.data.xy.YIntervalDataItem,0,0
Public Class,org.jfree.data.xy.YIntervalSeries,0,0
Public Class,org.jfree.data.xy.YIntervalSeriesCollection,20,0
Public Class,org.jfree.data.xy.YWithXInterval,40,40
Public Interface,org.jfree.data.xy.YisSymbolic,0,0
Public Class,org.jfree.data.xy.junit.CategoryTableXYDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.DataXYPackageTests,0,0
Public Class,org.jfree.data.xy.junit.DefaultHighLowDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.DefaultIntervalXYDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.DefaultOHLCDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.DefaultTableXYDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.DefaultWindDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.DefaultXYDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.DefaultXYZDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.IntervalXYDelegateTests,0,0
Public Class,org.jfree.data.xy.junit.MatrixSeriesCollectionTests,0,0
Public Class,org.jfree.data.xy.junit.MatrixSeriesTests,0,0
Public Class,org.jfree.data.xy.junit.OHLCDataItemTests,0,0
Public Class,org.jfree.data.xy.junit.TableXYDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.VectorDataItemTests,0,0
Public Class,org.jfree.data.xy.junit.VectorSeriesCollectionTests,0,0
Public Class,org.jfree.data.xy.junit.VectorSeriesTests,86,86
Public Class,org.jfree.data.xy.junit.VectorTests,0,0
Public Class,org.jfree.data.xy.junit.XIntervalDataItemTests,0,0
Public Class,org.jfree.data.xy.junit.XIntervalSeriesCollectionTests,0,0
Public Class,org.jfree.data.xy.junit.XIntervalSeriesTests,88,88
Public Class,org.jfree.data.xy.junit.XYBarDatasetTests,0,0
Public Class,org.jfree.data.xy.junit.XYCoordinateTests,0,0
Public Class,org.jfree.data.xy.junit.XYDataItemTests,0,0
Public Class,org.jfree.data.xy.junit.XYIntervalDataItemTests,0,0
Public Class,org.jfree.data.xy.junit.XYIntervalSeriesCollectionTests,0,0
Public Class,org.jfree.data.xy.junit.XYIntervalSeriesTests,87,87
Public Class,org.jfree.data.xy.junit.XYIntervalTests,0,0
Public Class,org.jfree.data.xy.junit.XYSeriesCollectionTests,0,0
Public Class,org.jfree.data.xy.junit.XYSeriesTests,0,0
Public Class,org.jfree.data.xy.junit.YIntervalDataItemTests,0,0
Public Class,org.jfree.data.xy.junit.YIntervalSeriesCollectionTests,0,0
Public Class,org.jfree.data.xy.junit.YIntervalSeriesTests,86,86
Public Class,org.jfree.data.xy.junit.YIntervalTests,0,0
Public Class,org.jfree.data.xy.junit.YWithXIntervalTests,0,0
Public Class,org.jfree.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer,0,0
Public Class,org.jfree.experimental.chart.swt.ChartComposite,94,87
Public Class,org.jfree.experimental.chart.swt.demo.SWTBarChartDemo1,0,0
Public Class,org.jfree.experimental.chart.swt.demo.SWTMultipleAxisDemo1,0,0
Public Class,org.jfree.experimental.chart.swt.demo.SWTPieChartDemo1,0,0
Anonymous Class,org.jfree.experimental.chart.swt.demo.SWTPieChartDemo1.main.(Anon_1),50,50
Public Class,org.jfree.experimental.chart.swt.demo.SWTTimeSeriesDemo,0,0
Class,org.jfree.experimental.chart.swt.editor.SWTAxisEditor,82,68
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_1),0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_2),0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_3),0,0
Public Class,org.jfree.experimental.chart.swt.editor.SWTChartEditor,44,44
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTChartEditor.SWTChartEditor.(Anon_1),0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTChartEditor.SWTChartEditor.(Anon_2),0,0
Class,org.jfree.experimental.chart.swt.editor.SWTNumberAxisEditor,50,50
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTNumberAxisEditor.SWTNumberAxisEditor.(Anon_1),0,0
Class,org.jfree.experimental.chart.swt.editor.SWTOtherEditor,17,17
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTOtherEditor.SWTOtherEditor.(Anon_1),0,0
Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor,69,69
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_1),0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_2),0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_3),0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_4),0,0
Class,org.jfree.experimental.chart.swt.editor.SWTPlotEditor,50,50
Class,org.jfree.experimental.chart.swt.editor.SWTStrokeCanvas,0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTStrokeCanvas.SWTStrokeCanvas.(Anon_1),0,0
Class,org.jfree.experimental.chart.swt.editor.SWTTitleEditor,74,68
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_1),0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_2),0,0
Anonymous Class,org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_3),0,0
Public Class,org.jfree.experimental.swt.SWTGraphics2D,88,82
Public Class,org.jfree.experimental.swt.SWTPaintCanvas,57,43
Anonymous Class,org.jfree.experimental.swt.SWTPaintCanvas.SWTPaintCanvas.(Anon_1),0,0
Public Class,org.jfree.experimental.swt.SWTUtils,0,0
